Order Date,Sales,Profit,Category,Region
2017-09-15,193.98960000000002,-20.7846,Furniture,West
2016-12-11,68.208,-4.06,Office Supplies,East
2016-12-11,14.196,1.69,Office Supplies,East
2016-12-11,481.35150000000004,-137.529,Furniture,East
2016-12-11,406.49280000000005,24.196,Office Supplies,East
2016-12-11,345.0195,-147.8655,Furniture,East
2014-12-10,355.26959999999997,4.2294,Furniture,West
2014-12-10,27.216000000000005,12.4416,Office Supplies,West
2014-12-10,95.928,42.0256,Office Supplies,West
2014-12-13,92.358,7.6965,Furniture,West
2014-12-13,5.4747,-4.1712,Office Supplies,West
2017-09-21,12.908700000000001,-8.6058,Office Supplies,South
2017-09-07,20.748,8.2992,Furniture,West
2015-11-02,115.2522,8.5372,Furniture,East
2017-12-11,135.2925,3.8655,Technology,East
2017-04-01,134.3475,21.7515,Furniture,South
2015-12-30,71.946,31.5192,Office Supplies,West
2015-12-30,78.687,14.2386,Office Supplies,West
2015-12-30,2675.988,286.713,Technology,West
2015-12-30,285.012,122.148,Office Supplies,West
2015-12-30,302.274,35.985,Technology,West
2016-03-10,15.645000000000001,7.152,Office Supplies,West
2016-03-10,4366.8576,363.9048,Technology,West
2014-04-06,96.55799999999999,15.6332,Furniture,West
2014-04-06,34.7655,12.9129,Furniture,West
2014-04-06,20.412000000000003,9.3312,Office Supplies,West
2014-04-06,58.254,26.6304,Office Supplies,West
2014-10-05,96.516,11.49,Office Supplies,East
2016-08-13,18.207,4.6818,Office Supplies,South
2016-08-13,75.57900000000001,15.1158,Technology,South
2014-11-17,7.434,2.478,Office Supplies,Central
2017-04-24,73.47900000000001,4.8986,Technology,East
2017-08-24,678.5856000000001,64.6272,Office Supplies,East
2017-08-24,10.8864,3.7584,Office Supplies,East
2017-02-23,8.82,0.336,Office Supplies,West
2017-02-23,75.55799999999999,25.186,Technology,West
2016-11-19,19.404,6.006,Office Supplies,South
2016-11-14,10.332,2.8536,Office Supplies,West
2017-07-06,251.20200000000003,23.924,Furniture,South
2016-12-25,22.176000000000002,6.5472,Furniture,East
2017-04-23,57.645,15.372,Office Supplies,East
2015-12-14,16.002000000000002,5.1816,Furniture,West
2015-04-19,20.546400000000002,-52.8336,Office Supplies,Central
2015-04-19,325.9116,-512.1468,Office Supplies,Central
2016-09-04,44.730000000000004,16.614,Furniture,South
2016-09-04,119.637,54.6912,Office Supplies,South
2016-09-04,136.416,5.1968,Office Supplies,South
2016-09-04,5.5440000000000005,2.5344,Office Supplies,South
2017-09-24,902.1600000000001,75.18,Technology,West
2017-09-24,531.5939999999999,177.198,Technology,West
2016-02-04,15.086400000000001,3.9512,Furniture,West
2017-05-19,330.0696,-35.3646,Furniture,South
2017-05-19,29.282400000000003,10.1094,Office Supplies,South
2015-09-03,250.0596,89.307,Furniture,West
2016-06-09,727.5870000000001,173.235,Furniture,Central
2015-11-07,16.953300000000002,-12.9168,Office Supplies,South
2015-11-07,1412.75925,-1031.5385,Office Supplies,South
2016-06-15,182.16240000000002,54.215,Office Supplies,Central
2015-04-25,60.6375,16.17,Office Supplies,Central
2015-04-25,286.02,76.272,Office Supplies,Central
2016-09-23,12.5496,4.0338,Office Supplies,East
2016-09-23,29.400000000000002,7.7,Furniture,East
2016-09-23,12.811050000000002,-9.7608,Office Supplies,East
2016-08-18,2.1714,-3.4122,Office Supplies,Central
2016-08-18,88.03200000000001,30.392,Office Supplies,Central
2014-03-02,11.927999999999999,5.3392,Office Supplies,East
2014-03-02,38.22,17.472,Office Supplies,East
2014-12-30,29.366400000000002,6.992,Technology,East
2015-04-10,149.142,38.3508,Office Supplies,East
2015-04-10,15.403500000000001,6.0147,Office Supplies,East
2015-12-25,1259.958,224.9925,Technology,West
2015-12-25,13.23,6.174,Office Supplies,West
2015-12-25,18.837000000000003,8.073,Office Supplies,West
2015-04-05,25.0992,7.7688,Office Supplies,East
2015-01-17,93.408,10.008,Office Supplies,South
2017-05-20,544.1856,-97.176,Furniture,West
2017-05-20,7.329000000000001,3.3504,Furniture,West
2017-05-20,360.36,38.61,Technology,West
2017-08-13,18.421200000000002,5.9211,Office Supplies,East
2015-12-31,160.3224,-26.7204,Office Supplies,Central
2015-12-31,3.6624000000000003,0.5668,Office Supplies,Central
2015-12-31,6.1824,-1.3248,Office Supplies,Central
2017-12-25,161.2296,51.8238,Office Supplies,West
2017-12-25,284.151,2.7062,Office Supplies,West
2016-09-01,492.34499999999997,206.316,Technology,East
2016-09-01,76.10400000000001,30.4416,Technology,East
2016-09-01,11.4975,3.285,Office Supplies,East
2016-09-01,201.411,61.3824,Furniture,East
2017-08-05,158.60880000000003,7.5528,Office Supplies,Central
2014-02-18,26.418000000000003,-11.322,Furniture,Central
2016-11-22,6.526800000000001,-9.6348,Office Supplies,Central
2016-11-22,24.7968,2.6568,Office Supplies,Central
2016-11-22,25.233600000000003,-0.6008,Technology,Central
2016-11-22,2.1924,0.6786,Office Supplies,Central
2016-11-22,4.712400000000001,-6.732,Office Supplies,Central
2015-12-14,30.681,12.8568,Furniture,West
2015-06-13,6.804000000000001,3.1104,Office Supplies,South
2017-12-28,1.2474,-0.99,Office Supplies,West
2017-09-20,286.2783,18.1764,Furniture,East
2017-09-20,223.44000000000003,95.76,Technology,East
2017-09-20,40.446000000000005,18.1044,Office Supplies,East
2017-09-20,76.272,21.792,Technology,East
2017-09-20,47.67,12.712,Office Supplies,East
2017-09-20,14.448,6.3296,Office Supplies,East
2017-09-20,85.04055000000001,8.0991,Furniture,East
2017-09-20,12.3732,3.9771,Office Supplies,East
2017-09-20,4.578,1.7876,Office Supplies,East
2017-09-20,3032.53335,609.7157,Furniture,East
2017-09-20,1364.6430000000003,350.9082,Technology,East
2017-09-20,2367.1304999999998,375.735,Furniture,East
2017-09-20,110.0925,28.3095,Technology,East
2017-09-20,62.9685,20.3898,Technology,East
2017-08-22,330.2586,-83.8752,Furniture,East
2015-06-18,14.313600000000001,3.5784,Office Supplies,South
2014-12-20,20.4036,-49.5516,Office Supplies,Central
2014-12-20,68.712,-8.18,Technology,Central
2016-09-11,6.300000000000001,2.1,Office Supplies,Central
2016-09-11,2.0034,-3.2436,Office Supplies,Central
2016-11-12,1548.5421,-21.0686,Furniture,East
2016-11-12,115.6008,33.0288,Office Supplies,East
2016-11-12,17.5896,5.4444,Office Supplies,East
2016-11-12,1613.9277000000002,0.0,Furniture,East
2016-11-12,471.84060000000005,-12.8392,Furniture,East
2016-03-14,43.99920000000001,14.1426,Office Supplies,West
2016-11-13,2393.958,592.7896,Technology,East
2016-11-13,15.687,6.8724,Office Supplies,East
2017-09-19,201.5748,19.1976,Technology,West
2017-09-19,25.023600000000002,6.5538,Office Supplies,West
2017-09-19,429.6768,61.3824,Furniture,West
2017-09-19,76.2174,-128.2388,Furniture,West
2017-12-04,64.6464,4.6176,Office Supplies,Central
2015-08-31,22.008000000000003,6.812,Office Supplies,Central
2017-06-03,46.987500000000004,8.5025,Technology,West
2017-06-03,12.558000000000002,5.382,Office Supplies,West
2017-06-03,4.1076,1.2714,Office Supplies,West
2016-03-31,344.3958,54.666,Furniture,East
2014-10-25,51.878400000000006,18.528,Office Supplies,West
2017-03-26,55.9125,20.7675,Technology,South
2017-03-26,3.948,1.316,Office Supplies,South
2014-12-27,805.5747000000001,161.9674,Furniture,East
2017-09-15,172.15800000000002,59.4355,Office Supplies,South
2016-08-16,169.34400000000002,12.096,Furniture,West
2016-11-04,202.44000000000003,55.912,Office Supplies,West
2015-10-18,29.080800000000004,3.462,Technology,Central
2015-10-18,76.82220000000001,-186.5682,Office Supplies,Central
2016-10-31,33.6672,11.2224,Office Supplies,South
2014-03-30,215.9493,-12.098,Furniture,West
2015-04-18,121.212,30.0144,Office Supplies,West
2017-07-09,288.54,134.652,Office Supplies,East
2017-07-09,205.422,3.9128,Office Supplies,East
2017-07-09,270.879,74.8142,Technology,East
2017-07-09,124.99200000000002,48.8064,Office Supplies,East
2017-06-27,21.073500000000003,9.2322,Office Supplies,Central
2014-12-22,12.348,3.1752,Office Supplies,West
2017-11-21,12.348,3.1752,Office Supplies,West
2017-11-21,42.7728,14.7668,Office Supplies,West
2016-06-27,211.66320000000002,12.599,Technology,West
2017-12-28,357.73920000000004,-34.0704,Furniture,West
2016-04-08,372.645,88.725,Furniture,South
2014-03-18,1258.2465,70.49,Furniture,West
2017-07-03,92.316,0.8792,Office Supplies,West
2017-04-20,54.56640000000001,10.3936,Furniture,East
2017-04-20,53.9028,5.7753,Office Supplies,East
2017-04-20,349.3392,33.2704,Office Supplies,East
2017-04-20,44.528400000000005,9.5418,Furniture,East
2016-08-03,85.617,38.3238,Office Supplies,Central
2016-08-03,175.644,23.4192,Technology,Central
2016-12-03,811.314,108.1752,Office Supplies,West
2014-03-19,340.1748,28.3479,Technology,South
2014-03-19,12.3984,3.9852,Office Supplies,South
2014-03-19,27.468,1.962,Office Supplies,South
2014-03-19,35.2485,-25.737,Office Supplies,South
2014-03-19,5.2416,1.3728,Furniture,South
2014-03-19,21.0168,5.5044,Furniture,South
2014-03-19,178.752,53.2,Technology,South
2015-04-20,123.32880000000002,44.046,Office Supplies,Central
2015-09-19,24.108,11.2504,Office Supplies,West
2014-08-27,14.028,6.4128,Office Supplies,South
2016-12-19,35.9604,11.5587,Office Supplies,East
2016-12-19,3.696,1.0208,Office Supplies,East
2014-08-02,28.035,12.549,Office Supplies,Central
2014-08-02,22.26,9.116,Technology,Central
2014-08-02,880.299,226.3626,Office Supplies,Central
2015-09-21,1774.5420000000001,422.51,Furniture,South
2015-09-21,90.258,24.0688,Office Supplies,South
2015-09-21,128.058,57.3212,Office Supplies,South
2015-09-21,25.116000000000003,11.7208,Office Supplies,South
2015-09-21,67.158,6.396,Office Supplies,South
2015-09-21,661.4475000000001,176.386,Technology,South
2015-09-21,119.41650000000001,32.9817,Technology,South
2015-09-21,15.33,6.862,Office Supplies,South
2015-09-21,932.2320000000001,17.7568,Office Supplies,South
2016-12-11,424.11600000000004,25.245,Furniture,West
2015-08-07,112.14,10.68,Office Supplies,East
2015-11-15,74.4975,20.5755,Office Supplies,East
2015-11-15,36.6912,11.7936,Office Supplies,East
2015-11-15,124.99200000000002,35.712,Office Supplies,East
2017-04-04,403.032,47.98,Technology,Central
2016-12-24,839.538,207.8856,Furniture,East
2017-12-13,33.012,8.4888,Office Supplies,West
2017-12-22,27.216000000000005,9.072,Office Supplies,Central
2017-12-22,6.6465000000000005,-9.8115,Office Supplies,Central
2017-12-22,79.67399999999999,26.558,Office Supplies,Central
2017-10-21,346.48740000000004,-76.9972,Technology,East
2017-10-21,74.94480000000001,-4.461,Office Supplies,East
2015-11-13,66.9585,28.6965,Office Supplies,Central
2015-11-13,53.5185,13.2522,Technology,Central
2015-11-13,100.884,46.1184,Office Supplies,Central
2015-04-16,1511.9664000000002,485.9892,Technology,Central
2015-04-16,45.73800000000001,-4.9005,Technology,Central
2016-12-16,592.116,7.049,Furniture,West
2016-10-21,246.90959999999998,-47.0304,Technology,East
2017-12-01,8.0976,1.7352,Furniture,East
2016-10-20,53.5668,15.9425,Office Supplies,Central
2016-10-20,26.5104,7.89,Office Supplies,Central
2016-10-20,59.520300000000006,-14.5764,Furniture,Central
2017-09-29,53.7264,-6.396,Office Supplies,East
2017-08-18,2933.2044,942.8157,Office Supplies,West
2017-08-18,1050.021,290.0058,Office Supplies,West
2017-08-18,69.237,22.4196,Furniture,West
2017-11-12,19.151999999999997,9.12,Office Supplies,West
2017-11-12,79.926,22.0748,Office Supplies,West
2014-10-11,8.022,3.7436,Office Supplies,West
2015-11-28,71.568,27.9456,Furniture,East
2015-11-28,65.352,29.2528,Office Supplies,East
2015-07-27,31.4685,0.2997,Technology,South
2016-10-20,131.985,35.196,Technology,Central
2016-10-20,201.579,51.8346,Technology,Central
2016-10-20,21.903,1.4602,Office Supplies,Central
2017-09-14,59.535000000000004,26.082,Office Supplies,West
2017-12-23,76.33919999999999,19.0848,Furniture,South
2017-12-23,12.8772,1.0731,Office Supplies,South
2017-12-23,229.26960000000003,-54.588,Office Supplies,South
2015-10-05,69.6087,-103.8606,Furniture,West
2015-10-05,305.7264,-14.5584,Furniture,West
2014-11-02,93.2148,7.7679,Technology,Central
2016-01-22,115.8948,-20.2356,Technology,East
2016-01-22,57.9348,15.8631,Technology,East
2017-07-11,31.836000000000002,11.8248,Office Supplies,Central
2017-09-11,186.4464,8.8784,Furniture,West
2017-09-11,20.412000000000003,9.3312,Office Supplies,West
2017-09-11,74.84400000000001,34.2144,Office Supplies,West
2017-09-11,1545.558,459.9875,Office Supplies,West
2017-09-11,83.958,-17.991,Technology,West
2016-02-23,60.454800000000006,21.591,Office Supplies,East
2016-01-22,27.6528,9.2176,Office Supplies,East
2015-12-12,174.82500000000002,21.645,Furniture,West
2015-12-12,378.399,93.6988,Office Supplies,West
2016-10-29,12.3312,3.8168,Office Supplies,West
2017-05-28,259.812,101.4504,Furniture,East
2014-12-21,19.151999999999997,-14.592,Office Supplies,South
2016-11-24,26.617500000000003,7.605,Office Supplies,West
2015-11-20,124.99200000000002,30.9504,Office Supplies,West
2015-11-20,23.247,6.4206,Furniture,West
2015-11-20,14.679,6.0114,Technology,West
2017-05-29,45.5805,19.9686,Office Supplies,Central
2017-05-29,6.5520000000000005,2.6208,Furniture,Central
2017-05-29,488.41800000000006,120.9416,Office Supplies,Central
2017-05-29,8.379000000000001,3.99,Office Supplies,Central
2014-12-02,2.5137,-6.3441,Office Supplies,Central
2014-04-07,61.236000000000004,27.9936,Office Supplies,South
2014-04-07,211.01850000000002,50.2425,Technology,South
2015-09-08,22.428,8.1168,Furniture,South
2017-09-09,10.3488,3.4496,Office Supplies,Central
2015-09-06,3.6162,-2.5256,Office Supplies,South
2017-11-02,403.8216,-81.7258,Office Supplies,East
2015-03-28,24.066000000000003,11.2308,Office Supplies,East
2015-08-13,11.927999999999999,5.5664,Office Supplies,Central
2015-05-12,15.321600000000002,4.9248,Office Supplies,West
2017-07-23,43.47,19.872,Office Supplies,East
2016-09-24,464.49060000000003,-729.9138,Office Supplies,Central
2017-05-05,36.225,15.525,Office Supplies,South
2016-10-06,30.292500000000004,14.425,Office Supplies,Central
2014-11-03,3.6624000000000003,1.1772,Office Supplies,South
2014-11-03,151.0488,48.5514,Office Supplies,South
2015-10-01,327.579,93.594,Technology,East
2015-10-01,23.5725,10.327,Office Supplies,East
2017-12-02,41.9916,-7.9984,Technology,West
2017-12-02,1217.0088,43.4646,Furniture,West
2017-12-02,188.895,44.975,Office Supplies,West
2017-12-11,122.1276,23.2624,Technology,Central
2016-07-17,13.041,4.4712,Furniture,West
2016-07-17,449.82,89.964,Technology,West
2016-07-17,25.9875,10.89,Furniture,West
2016-07-17,92.0955,41.2237,Office Supplies,West
2016-07-17,72.996,17.38,Office Supplies,West
2016-07-17,21.8232,-4.6764,Technology,West
2016-07-17,13.456800000000001,4.1652,Office Supplies,West
2017-05-12,6.1992,1.9926,Office Supplies,East
2015-11-20,67.01520000000001,9.5736,Furniture,East
2015-11-20,148.6296,-26.541,Office Supplies,East
2016-09-24,320.145,143.303,Office Supplies,West
2016-09-24,591.402,56.324,Furniture,West
2016-10-21,694.2348000000001,-231.4116,Furniture,East
2016-10-24,251.97480000000002,17.9982,Technology,South
2014-07-08,527.6124,-87.9354,Furniture,West
2014-07-08,206.53920000000002,68.8464,Office Supplies,West
2015-03-13,960.8928,102.9528,Furniture,West
2015-03-13,344.148,91.7728,Furniture,West
2017-12-02,737.0580000000001,168.4704,Furniture,South
2015-04-22,93.2148,7.7679,Technology,West
2015-04-22,67.34700000000001,16.6764,Office Supplies,West
2014-09-16,35.2296,12.582,Office Supplies,East
2014-12-28,1824.0390000000002,503.7822,Office Supplies,East
2014-12-28,739.4625,84.51,Office Supplies,East
2014-12-28,148.84799999999998,66.6272,Office Supplies,East
2014-10-21,38.178000000000004,12.2715,Office Supplies,West
2017-11-30,27.1215,9.5571,Furniture,West
2014-06-06,25.817400000000003,-38.1114,Office Supplies,Central
2014-06-06,14.683200000000001,4.7196,Office Supplies,Central
2017-11-23,205.758,19.596,Technology,Central
2017-06-18,78.06960000000001,23.235,Office Supplies,Central
2017-05-05,7.014,3.2064,Office Supplies,East
2016-11-04,18.4632,-4.1762,Office Supplies,West
2016-11-04,110.02320000000002,-14.4078,Furniture,West
2016-11-04,50.3496,16.7832,Office Supplies,West
2016-11-04,682.8696,-97.5528,Furniture,West
2016-11-04,660.6432,228.0792,Office Supplies,West
2016-11-04,15.934800000000001,5.3116,Office Supplies,West
2014-09-11,134.3475,21.7515,Furniture,West
2017-02-16,608.4855,81.1314,Office Supplies,East
2017-02-16,15.739500000000001,7.3451,Technology,East
2014-11-24,159.516,45.576,Office Supplies,Central
2014-11-24,206.45100000000002,96.3438,Office Supplies,Central
2014-11-24,151.32600000000002,69.1776,Office Supplies,Central
2014-11-24,16.758000000000003,7.98,Office Supplies,Central
2017-11-25,41.958000000000006,3.4965,Technology,West
2017-11-25,35.784,15.336,Office Supplies,West
2017-09-28,10.8864,3.6288,Office Supplies,South
2014-10-13,8.1396,2.8101,Office Supplies,East
2014-06-03,16.044,7.4872,Office Supplies,Central
2014-06-17,69.2685,31.0059,Technology,East
2015-10-29,35.07,16.032,Office Supplies,West
2015-10-29,221.382,103.3116,Office Supplies,West
2014-01-20,14.679,4.0542,Office Supplies,Central
2014-01-20,286.587,30.0234,Furniture,Central
2014-01-20,20.0025,8.9535,Office Supplies,Central
2014-01-20,260.1018,93.5816,Office Supplies,Central
2014-01-20,69.909,15.9792,Office Supplies,Central
2014-01-20,46.11600000000001,12.7368,Office Supplies,Central
2014-01-20,15.466500000000002,4.8609,Furniture,Central
2014-01-20,31.185000000000002,13.365,Office Supplies,Central
2014-07-11,51.576,23.0864,Office Supplies,East
2014-07-11,19.194000000000003,6.398,Office Supplies,East
2016-08-30,49.392,15.9936,Furniture,West
2016-08-30,356.95799999999997,42.495,Technology,West
2017-10-05,92.19,43.9,Technology,East
2017-10-05,232.45110000000003,2.4598,Furniture,East
2017-10-05,5459.9580000000005,1351.9896,Technology,East
2016-12-31,164.3376,-35.2152,Office Supplies,East
2015-03-07,125.8425,52.734,Technology,East
2015-03-07,31.962000000000003,14.9156,Office Supplies,East
2015-03-07,72.744,33.2544,Office Supplies,East
2015-03-07,617.3685,170.5113,Technology,East
2017-10-20,25.777500000000003,12.0295,Office Supplies,East
2015-05-01,12.7848,4.4138,Office Supplies,West
2015-05-01,39.186,10.4496,Office Supplies,West
2015-05-01,36.813,10.518,Office Supplies,West
2017-09-03,113.82000000000001,-105.69,Furniture,Central
2017-11-03,379.4448,27.1032,Technology,South
2015-09-13,2.5326,-2.01,Office Supplies,East
2015-09-06,8.809500000000002,2.0975,Office Supplies,East
2015-09-06,354.879,101.394,Technology,East
2014-10-06,88.116,-13.637,Office Supplies,East
2017-01-23,20.664,6.888,Office Supplies,West
2017-01-23,27.216000000000005,12.4416,Office Supplies,West
2017-01-23,6.804000000000001,3.1104,Office Supplies,West
2017-01-23,90.6696,8.6352,Technology,West
2015-12-10,59.115,15.764,Office Supplies,West
2014-11-25,53.5668,8.2901,Office Supplies,West
2017-11-21,158.34000000000003,56.55,Office Supplies,West
2017-11-21,1091.9916,103.9992,Technology,West
2017-11-21,54.43200000000001,24.8832,Office Supplies,West
2017-04-04,43.281,11.1294,Technology,East
2017-04-04,252.38850000000002,7.2111,Office Supplies,East
2017-04-04,124.971,33.3256,Technology,East
2017-05-19,139.776,49.92,Office Supplies,West
2016-10-03,39.984,-29.512,Furniture,Central
2016-11-21,119.24640000000001,12.7764,Furniture,East
2017-10-03,88.116,21.8192,Furniture,East
2017-10-03,6.9615,3.1161,Office Supplies,East
2017-10-03,390.56850000000003,66.9546,Technology,East
2014-04-29,589.6632,70.198,Furniture,South
2014-04-29,104.91600000000001,-1.249,Office Supplies,South
2016-10-07,5.1744,1.7248,Office Supplies,East
2016-12-15,15.498000000000001,4.2804,Furniture,West
2017-04-10,104.98949999999999,41.9958,Technology,East
2017-04-10,300.4575,71.5375,Office Supplies,East
2014-04-08,52.281600000000005,-11.8256,Office Supplies,West
2016-03-29,314.97375000000005,-167.986,Furniture,East
2016-03-29,166.2948,-36.9544,Technology,East
2017-01-15,34.4232,-52.4544,Office Supplies,Central
2017-01-15,50.3832,14.3952,Technology,Central
2017-01-15,65.7216,13.3008,Technology,Central
2017-01-15,4.4898,-6.6278,Office Supplies,Central
2014-01-30,11.088000000000001,4.752,Office Supplies,Central
2014-01-30,241.437,6.8982,Office Supplies,Central
2015-02-07,326.7075,146.2405,Office Supplies,South
2015-02-07,13.608000000000002,6.3504,Office Supplies,South
2016-12-14,15.350999999999999,6.7252,Office Supplies,East
2016-12-14,6.048,2.8224,Office Supplies,East
2016-12-14,22.554000000000002,10.5252,Office Supplies,East
2016-12-14,416.766,198.46,Furniture,East
2016-12-14,18.0075,4.6305,Office Supplies,East
2016-12-14,24.276000000000003,7.803,Office Supplies,East
2017-10-31,5.510400000000001,0.5904,Office Supplies,Central
2017-08-06,866.1975000000001,247.485,Technology,East
2017-08-06,25.872000000000003,11.8272,Office Supplies,East
2017-08-06,239.274,68.364,Office Supplies,East
2017-05-30,254.05800000000002,33.8744,Furniture,South
2017-05-30,4.0845,1.8672,Office Supplies,South
2017-05-30,8.4105,3.0438,Furniture,South
2015-11-30,186.35399999999998,19.9665,Technology,South
2017-08-31,598.0464000000001,7.1196,Furniture,West
2017-08-31,157.2165,43.4217,Office Supplies,West
2017-05-14,944.4014999999999,-12.849,Furniture,Central
2017-05-14,48.510000000000005,5.775,Office Supplies,Central
2017-05-14,50.3496,16.1838,Office Supplies,Central
2017-05-14,8.3916,0.6993,Technology,Central
2017-05-14,80.70720000000001,26.9024,Office Supplies,Central
2017-08-17,108.07650000000001,48.3771,Office Supplies,South
2017-08-17,103.068,9.816,Technology,South
2017-11-10,12.096,-7.68,Office Supplies,South
2017-08-21,88.074,29.358,Office Supplies,West
2016-03-08,114.0048,-25.3344,Technology,East
2016-03-08,6.2832,-1.3464,Office Supplies,East
2016-10-31,23.058000000000003,6.1488,Office Supplies,Central
2016-10-31,387.41850000000005,81.1734,Furniture,Central
2016-10-31,13.009500000000001,3.4692,Office Supplies,Central
2016-10-31,349.587,9.9882,Office Supplies,Central
2014-07-26,117.52650000000001,34.6983,Technology,West
2015-10-24,476.98560000000003,-73.8192,Furniture,West
2017-08-19,20.412000000000003,9.3312,Office Supplies,East
2016-05-23,8819.974800000002,1119.9968,Technology,East
2016-05-23,6.6087,-4.196,Office Supplies,East
2016-05-23,10.8864,3.6288,Office Supplies,East
2016-05-23,128.5011,-24.4764,Technology,East
2014-11-03,27.283200000000004,-1.624,Office Supplies,South
2014-11-03,992.2878,-299.2614,Furniture,South
2014-11-03,15.016050000000002,-10.4874,Office Supplies,South
2014-11-03,430.8696,-51.294,Furniture,South
2015-03-30,24.696,8.526,Office Supplies,Central
2015-03-30,190.008,13.572,Technology,Central
2017-05-27,36.75,14.7,Furniture,West
2017-05-27,501.0075,28.629,Office Supplies,West
2017-05-27,317.4948,22.6782,Technology,West
2017-12-14,1023.7374000000001,-97.4988,Furniture,Central
2014-10-04,618.8805,-6.549,Furniture,East
2016-10-13,36.435,12.492,Office Supplies,East
2016-10-13,104.86350000000002,23.9688,Office Supplies,East
2016-10-13,39.836999999999996,18.2112,Office Supplies,East
2016-10-13,26.145,11.454,Office Supplies,East
2016-10-13,86.373,33.7266,Furniture,East
2015-03-05,7.4592,2.4864,Office Supplies,Central
2017-03-04,108.67500000000001,-77.625,Furniture,Central
2017-03-04,2.5872,0.8624,Office Supplies,Central
2017-03-04,9.156,0.654,Office Supplies,Central
2015-09-25,11.298,5.1648,Office Supplies,East
2015-09-25,47.964,21.0128,Office Supplies,East
2015-09-25,7.035,2.211,Office Supplies,East
2015-12-19,166.2948,13.8579,Technology,Central
2015-10-08,3.612,0.559,Office Supplies,Central
2017-07-31,59.388000000000005,15.2712,Office Supplies,West
2017-07-31,38.808,11.4576,Furniture,West
2014-08-05,142.7895,36.7173,Technology,East
2014-08-05,16.758000000000003,7.0224,Office Supplies,East
2017-05-14,3.948,1.0904,Office Supplies,East
2017-05-14,15.435,6.615,Office Supplies,East
2017-05-14,39.06,9.3,Office Supplies,East
2017-05-14,94.4685,18.8937,Technology,East
2017-05-14,275.058,23.5764,Furniture,East
2017-05-14,77.7,37.0,Office Supplies,East
2016-09-22,13.943999999999999,6.3744,Furniture,South
2015-11-13,89.208,6.372,Office Supplies,South
2017-05-22,71.883,25.3302,Technology,West
2016-12-02,2183.3700000000003,582.232,Office Supplies,East
2016-12-02,661.4475000000001,176.386,Technology,East
2016-12-02,76.04100000000001,23.8986,Furniture,East
2015-08-29,138.579,35.6346,Technology,Central
2015-08-29,120.246,11.452,Technology,Central
2014-06-06,105.252,33.831,Office Supplies,Central
2016-03-18,915.39,87.18,Office Supplies,South
2014-01-14,65.058,-53.2856,Furniture,East
2017-06-03,4.781700000000001,-3.4914,Office Supplies,South
2017-06-03,5.460000000000001,0.585,Office Supplies,South
2017-06-03,216.2916,-2.5749,Technology,South
2017-06-03,16.3296,5.4432,Office Supplies,South
2017-06-03,529.158,50.396,Technology,South
2017-06-03,25.695600000000002,1.8354,Office Supplies,South
2017-06-03,253.64640000000003,0.0,Furniture,South
2017-06-03,115.92000000000002,-4.14,Technology,South
2017-06-03,404.0064,-115.4304,Furniture,East
2017-06-03,82.593,36.1836,Technology,East
2017-06-03,47.628,22.2264,Office Supplies,East
2015-03-21,1010.1840000000001,156.338,Office Supplies,South
2015-03-21,13.48515,-9.8463,Office Supplies,South
2015-03-21,310.22880000000004,96.0232,Office Supplies,South
2017-09-19,34.02,15.552,Office Supplies,East
2014-09-15,109.13280000000002,16.8896,Furniture,East
2016-11-20,304.0464,10.8588,Furniture,South
2016-11-20,41.706,4.4685,Office Supplies,South
2016-11-20,257.0064,24.4768,Technology,South
2017-10-28,25.200000000000003,-2.7,Technology,Central
2017-10-28,16.3296,5.4432,Office Supplies,Central
2017-10-28,27.4848,-3.272,Technology,Central
2015-07-24,21.987000000000002,6.0726,Furniture,South
2015-07-24,141.8445,62.1414,Office Supplies,South
2015-07-24,293.853,64.3678,Technology,South
2015-07-24,94.563,41.4276,Office Supplies,South
2014-11-02,566.9622,-107.9928,Technology,East
2014-11-02,52.7436,-10.0464,Technology,East
2014-11-02,20.2041,-13.4694,Office Supplies,East
2017-11-17,1310.0220000000002,349.3392,Office Supplies,East
2016-06-26,5.5692,0.4641,Office Supplies,Central
2016-10-09,20.0928,5.98,Office Supplies,East
2016-10-09,349.47360000000003,-24.9624,Furniture,East
2017-12-20,293.895,137.151,Office Supplies,East
2017-12-20,52.8696,17.6232,Office Supplies,East
2017-12-20,35.721000000000004,16.6698,Office Supplies,East
2017-03-06,25.074,8.1192,Office Supplies,West
2017-03-06,12.096,5.6448,Office Supplies,West
2017-03-06,301.2765,140.5957,Office Supplies,West
2017-03-06,216.70319999999998,23.2182,Technology,West
2017-09-15,229.26960000000003,0.0,Furniture,West
2017-09-15,556.395,105.98,Furniture,West
2017-09-15,104.265,41.706,Office Supplies,West
2017-09-15,114.408,30.5088,Office Supplies,West
2017-09-15,2.8224000000000005,0.84,Office Supplies,West
2017-01-16,5716.158,2504.2216,Office Supplies,Central
2017-01-16,317.80350000000004,72.6408,Furniture,Central
2017-01-16,58.8735,25.2315,Office Supplies,Central
2016-07-07,10.584000000000001,3.276,Office Supplies,East
2016-07-07,62.993700000000004,-12.9987,Technology,East
2016-07-07,6.00075,-4.7625,Office Supplies,East
2016-07-07,9.891,-7.85,Office Supplies,East
2016-12-23,2099.958,899.982,Technology,East
2014-12-22,227.22000000000003,56.264,Office Supplies,East
2014-02-23,7.2828,2.3409,Office Supplies,Central
